npi,name,state,confidence,total_impact,systemic_impact_raw,weighted_impact,score,weighted_score,num_methods,primary_method,methods,hypothesis_ids,state_quality_weight
A392523400,NPI A392523400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A163608100,NPI A163608100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A111432000,NPI A111432000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;reciprocal_billing,H0441;H0443;H0450;H0099;H0446;H0114;H0448;H0449;H0445;H0455;H0442;H0454;H0444;H0451;H0453;H0115;H0098;H0447;H0452,1.0
A222537900,NPI A222537900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A091041400,NPI A091041400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A545465000,NPI A545465000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0073;H0061;H0070;H0080;H0114;H0065;H0066;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0074;H0068;H0079;H0067;H0076,1.0
A248609100,NPI A248609100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A397170300,NPI A397170300,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A180173200,NPI A180173200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A071692800,NPI A071692800,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A291952400,NPI A291952400,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A437138100,NPI A437138100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A330481700,NPI A330481700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A610907100,NPI A610907100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A327860300,NPI A327860300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A181604700,NPI A181604700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A048260900,NPI A048260900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A267440000,NPI A267440000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A019820000,NPI A019820000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A426219100,NPI A426219100,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A000043400,NPI A000043400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0104;H0114;H0101;H0115;H0105;H0098,1.0
A373657100,NPI A373657100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A632633100,NPI A632633100,,high,0.0,0.0,0.0,0.0,0.0,3,gev_extreme_value,gev_extreme_value;abrupt_stop;volume_vs_median,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0301;H0187;H0200;H0189,1.0
A111935200,NPI A111935200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A083198000,NPI A083198000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A232301000,NPI A232301000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A144930200,NPI A144930200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A488917700,NPI A488917700,,high,0.0,0.0,0.0,0.0,0.0,3,gev_extreme_value,gev_extreme_value;iqr_outlier;abrupt_stop,H0099;H0095;H0191;H0200;H0186;H0198;H0190;H0193;H0187;H0195;H0194;H0192;H0197;H0199;H0098;H0188;H0189;H0196,1.0
A295860100,NPI A295860100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A137360900,NPI A137360900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A198455300,NPI A198455300,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A284985000,NPI A284985000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A248408200,NPI A248408200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A166745900,NPI A166745900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A203659200,NPI A203659200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A111107800,NPI A111107800,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A056608300,NPI A056608300,,medium,0.0,0.0,0.0,0.0,0.0,2,zscore_paid_per_bene,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0114;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A487650000,NPI A487650000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0191;H0200;H0186;H0198;H0190;H0193;H0187;H0114;H0195;H0194;H0192;H0197;H0115;H0199;H0188;H0189;H0196,1.0
A148645400,NPI A148645400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A225288100,NPI A225288100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A045025100,NPI A045025100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A430029700,NPI A430029700,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0099;H0191;H0200;H0186;H0198;H0190;H0193;H0187;H0195;H0194;H0192;H0197;H0199;H0098;H0188;H0189;H0196,1.0
A102315200,NPI A102315200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;month_over_month_spike,H0163;H0157;H0165;H0156;H0152;H0161;H0164;H0099;H0162;H0169;H0158;H0170;H0168;H0100;H0151;H0154;H0098;H0155;H0159;H0160;H0166;H0153;H0101;H0167,1.0
A400681000,NPI A400681000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A224021100,NPI A224021100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A243645300,NPI A243645300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A140097000,NPI A140097000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A110577900,NPI A110577900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A026672900,NPI A026672900,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0099;H0191;H0200;H0186;H0198;H0190;H0193;H0187;H0195;H0114;H0194;H0192;H0197;H0199;H0098;H0188;H0189;H0196,1.0
A073420900,NPI A073420900,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;volume_vs_median,H0099;H0306;H0114;H0115;H0098,1.0
A236937000,NPI A236937000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A247117000,NPI A247117000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A167560500,NPI A167560500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A283675200,NPI A283675200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A133453200,NPI A133453200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A313669800,NPI A313669800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A145323800,NPI A145323800,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A739427600,NPI A739427600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A853133100,NPI A853133100,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A954660000,NPI A954660000,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A902415000,NPI A902415000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A948100100,NPI A948100100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0114;H0101;H0115;H0098,1.0
A308658500,NPI A308658500,,high,0.0,0.0,0.0,0.0,0.0,3,abrupt_stop,gev_extreme_value;abrupt_stop;zscore_paid_per_bene,H0195;H0071;H0064;H0199;H0063;H0085;H0081;H0099;H0073;H0061;H0186;H0198;H0070;H0080;H0066;H0065;H0114;H0089;H0082;H0072;H0062;H0090;H0191;H0083;H0075;H0190;H0193;H0069;H0084;H0194;H0078;H0086;H0192;H0197;H0087;H0115;H0088;H0077;H0188;H0098;H0196;H0074;H0187;H0068;H0079;H0067;H0076;H0200;H0189,1.0
A787690000,NPI A787690000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A528316700,NPI A528316700,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A696845700,NPI A696845700,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0099;H0191;H0200;H0186;H0198;H0190;H0193;H0187;H0195;H0194;H0192;H0197;H0199;H0098;H0188;H0189;H0196,1.0
A579112300,NPI A579112300,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A658178000,NPI A658178000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;volume_vs_median,H0099;H0306;H0114;H0115;H0098,1.0
A659723800,NPI A659723800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0114;H0101;H0115;H0098,1.0
A637403000,NPI A637403000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A556860900,NPI A556860900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A404527100,NPI A404527100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A193464300,NPI A193464300,,high,0.0,0.0,0.0,0.0,0.0,3,gev_extreme_value,gev_extreme_value;abrupt_stop;zscore_paid_per_bene,H0195;H0071;H0064;H0199;H0063;H0085;H0081;H0099;H0073;H0061;H0186;H0198;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0191;H0083;H0075;H0190;H0193;H0069;H0084;H0194;H0078;H0086;H0192;H0197;H0087;H0088;H0098;H0188;H0077;H0196;H0074;H0187;H0068;H0079;H0067;H0076;H0200;H0189,1.0
A487140000,NPI A487140000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A236660300,NPI A236660300,,high,0.0,0.0,0.0,0.0,0.0,5,gev_extreme_value,gev_extreme_value;claims_per_bene_vs_median;yoy_growth;abrupt_stop;iqr_outlier,H0095;H0204;H0195;H0214;H0199;H0099;H0206;H0186;H0198;H0202;H0201;H0209;H0215;H0191;H0329;H0212;H0190;H0193;H0207;H0194;H0208;H0192;H0197;H0211;H0098;H0188;H0196;H0203;H0205;H0210;H0187;H0213;H0200;H0189,1.0
A857610100,NPI A857610100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098;H0114,1.0
A235725900,NPI A235725900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A587443300,NPI A587443300,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A097980000,NPI A097980000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0073;H0061;H0070;H0080;H0114;H0065;H0066;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0074;H0068;H0079;H0067;H0076,1.0
A988164600,NPI A988164600,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A644623100,NPI A644623100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A288605000,NPI A288605000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A268675900,NPI A268675900,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
M722607100,NPI M722607100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A425403000,NPI A425403000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A356745100,NPI A356745100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A280410701,NPI A280410701,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A814695100,NPI A814695100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0098;H0114;H0099,1.0
A258665700,NPI A258665700,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A866760800,NPI A866760800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A394906100,NPI A394906100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A879418900,NPI A879418900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A487405600,NPI A487405600,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A669467502,NPI A669467502,,high,0.0,0.0,0.0,0.0,0.0,6,gev_extreme_value,gev_extreme_value;claims_per_bene_vs_median;volume_vs_median;code_concentration_per_provider;abrupt_stop;iqr_outlier,H0095;H0548;H0195;H0544;H0199;H0542;H0099;H0550;H0546;H0186;H0198;H0547;H0553;H0554;H0309;H0549;H0191;H0545;H0329;H0190;H0193;H0555;H0551;H0194;H0192;H0197;H0098;H0188;H0552;H0196;H0543;H0541;H0187;H0200;H0189,1.0
A534455200,NPI A534455200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A908445500,NPI A908445500,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A788525300,NPI A788525300,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A342131700,NPI A342131700,,high,0.0,0.0,0.0,0.0,0.0,6,gev_extreme_value,gev_extreme_value;claims_per_bene_vs_median;code_concentration_per_provider;abrupt_stop;iqr_outlier;zscore_claims_per_bene,H0095;H0548;H0195;H0544;H0039;H0199;H0542;H0099;H0550;H0546;H0186;H0198;H0547;H0553;H0554;H0549;H0191;H0545;H0329;H0190;H0193;H0555;H0551;H0194;H0192;H0197;H0098;H0188;H0552;H0196;H0543;H0541;H0187;H0200;H0189,1.0
A335745700,NPI A335745700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A502023900,NPI A502023900,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;volume_vs_median,H0099;H0100;H0101;H0312;H0098,1.0
A388687700,NPI A388687700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A292190100,NPI A292190100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A563825900,NPI A563825900,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A556360700,NPI A556360700,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;reciprocal_billing,H0099;H0447;H0441;H0445;H0455;H0442;H0446;H0444;H0454;H0451;H0448;H0453;H0449;H0443;H0450;H0452;H0098,1.0
A347642200,NPI A347642200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A024964500,NPI A024964500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A086642000,NPI A086642000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A542640100,NPI A542640100,,high,0.0,0.0,0.0,0.0,0.0,4,gev_extreme_value,gev_extreme_value;iqr_outlier;abrupt_stop;yoy_growth,H0095;H0204;H0195;H0214;H0199;H0099;H0206;H0186;H0198;H0202;H0201;H0209;H0215;H0191;H0212;H0190;H0193;H0207;H0194;H0208;H0192;H0197;H0211;H0098;H0188;H0196;H0203;H0205;H0210;H0187;H0213;H0200;H0189,1.0
A538644600,NPI A538644600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A521523400,NPI A521523400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A886566300,NPI A886566300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A544125100,NPI A544125100,,high,0.0,0.0,0.0,0.0,0.0,4,gev_extreme_value,gev_extreme_value;claims_per_bene_vs_median;code_concentration_per_provider;abrupt_stop,H0548;H0195;H0544;H0199;H0542;H0099;H0550;H0546;H0186;H0198;H0547;H0553;H0554;H0549;H0191;H0545;H0329;H0190;H0193;H0555;H0551;H0194;H0192;H0197;H0098;H0188;H0552;H0196;H0543;H0541;H0187;H0200;H0189,1.0
A722219000,NPI A722219000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A843468000,NPI A843468000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A705217100,NPI A705217100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0114;H0101;H0115;H0098,1.0
A567760200,NPI A567760200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A307495300,NPI A307495300,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A472013000,NPI A472013000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A317460800,NPI A317460800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A683912000,NPI A683912000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0073;H0061;H0070;H0080;H0114;H0065;H0066;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0074;H0068;H0079;H0067;H0076,1.0
A821227900,NPI A821227900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A971324700,NPI A971324700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A236948600,NPI A236948600,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A877360200,NPI A877360200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A551167000,NPI A551167000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A358525500,NPI A358525500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A642670100,NPI A642670100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A777640300,NPI A777640300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0098;H0101,1.0
A203423000,NPI A203423000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A606860000,NPI A606860000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A468014600,NPI A468014600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A743913000,NPI A743913000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A468935000,NPI A468935000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0098;H0101,1.0
A347668200,NPI A347668200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
